%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
1985 39 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 77.00 4.40 98.61 0.00 320.00 -999.00 287.00 -999.00 -999.00 -999.00 -999.00 136.00 537.00 50.00
1985 39 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 67.00 4.90 98.61 0.00 223.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 176.00 119.00 250.00
1985 39 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 67.00 5.30 98.62 0.00 324.00 -999.00 290.00 -999.00 -999.00 -999.00 -999.00 174.00 369.00 290.00
1985 39 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 66.00 5.90 98.62 0.00 362.00 -999.00 293.00 -999.00 -999.00 -999.00 -999.00 139.00 593.00 240.00
1985 39 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 63.00 6.30 98.67 0.00 168.00 -999.00 294.00 -999.00 -999.00 -999.00 -999.00 135.00 109.00 240.00
1985 39 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 64.00 4.80 98.68 0.00 141.00 -999.00 274.00 -999.00 -999.00 -999.00 -999.00 86.00 275.00 320.00
1985 39 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 25.00 7.00 98.77 0.00 63.00 -999.00 269.00 -999.00 -999.00 -999.00 -999.00 40.00 327.00 280.00
1985 39 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 26.00 6.00 98.85 0.00 0.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 39 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 25.00 5.50 98.96 0.00 0.00 -999.00 258.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 39 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 35.00 3.90 99.06 0.00 0.00 -999.00 254.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 39 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 32.00 3.80 99.11 0.00 0.00 -999.00 253.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 39 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 45.00 0.50 99.22 0.00 0.00 -999.00 242.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 80.00
1985 39 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 54.00 -0.60 99.29 0.00 0.00 -999.00 239.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 40 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 48.00 0.50 99.43 0.00 0.00 -999.00 243.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 100.00
1985 40 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 52.00 -0.80 99.52 0.00 0.00 -999.00 238.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 140.00
1985 40 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 38.00 2.50 99.61 0.00 0.00 -999.00 249.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 40 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 47.00 0.70 99.70 0.00 0.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 280.00
1985 40 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 55.00 -0.60 99.76 0.00 0.00 -999.00 239.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 280.00
1985 40 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 45.00 0.10 99.84 0.00 0.00 -999.00 240.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 260.00
1985 40 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 44.00 0.80 99.90 0.00 0.00 -999.00 243.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 190.00
1985 40 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 51.00 -0.30 99.93 0.00 0.00 -999.00 240.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 40 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 47.00 0.30 99.99 0.00 11.00 -999.00 242.00 -999.00 -999.00 -999.00 -999.00 6.00 6.00 250.00
1985 40 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 52.00 0.50 100.07 0.00 103.00 -999.00 244.00 -999.00 -999.00 -999.00 -999.00 64.00 284.00 260.00
1985 40 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 43.00 2.00 100.11 0.00 237.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 70.00 645.00 270.00
1985 40 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 44.00 3.00 100.10 0.00 350.00 -999.00 253.00 -999.00 -999.00 -999.00 -999.00 76.00 787.00 270.00
1985 40 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.20000 40.00 4.00 100.02 0.00 417.00 -999.00 256.00 -999.00 -999.00 -999.00 -999.00 78.00 848.00 270.00
1985 40 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.10000 37.00 5.00 99.97 0.00 431.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 76.00 865.00 280.00
1985 40 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 32.00 5.70 99.94 0.00 390.00 -999.00 261.00 -999.00 -999.00 -999.00 -999.00 67.00 846.00 270.00
1985 40 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 31.00 5.80 99.94 0.00 312.00 -999.00 261.00 -999.00 -999.00 -999.00 -999.00 60.00 809.00 90.00
1985 40 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 31.00 5.30 99.95 0.00 209.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 55.00 746.00 80.00
1985 40 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 41.00 2.80 99.96 0.00 68.00 -999.00 251.00 -999.00 -999.00 -999.00 -999.00 27.00 556.00 200.00
1985 40 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 46.00 1.60 99.98 0.00 0.00 -999.00 247.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 40 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 98.00 0.10 100.03 0.00 0.00 -999.00 249.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 40 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 55.00 -0.50 100.05 0.00 0.00 -999.00 240.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 40 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 49.00 -0.60 100.11 0.00 0.00 -999.00 238.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 40 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 46.00 -0.70 100.16 0.00 0.00 -999.00 237.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 240.00
1985 40 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 52.00 -2.40 100.18 0.00 0.00 -999.00 231.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 41 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 58.00 -3.60 100.20 0.00 0.00 -999.00 227.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 280.00
1985 41 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 63.00 -4.90 100.22 0.00 0.00 -999.00 223.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 290.00
1985 41 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 64.00 -5.20 100.24 0.00 0.00 -999.00 221.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 290.00
1985 41 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 67.00 -6.10 100.24 0.00 0.00 -999.00 218.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 41 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 68.00 -6.20 100.22 0.00 0.00 -999.00 218.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 41 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 70.00 -6.90 100.23 0.00 0.00 -999.00 215.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 41 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 75.00 -7.80 100.25 0.00 0.00 -999.00 212.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 80.00
1985 41 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 75.00 -7.50 100.30 0.00 0.00 -999.00 214.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 41 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 75.00 -7.60 100.34 0.00 13.00 -999.00 213.00 -999.00 -999.00 -999.00 -999.00 6.00 6.00 0.00
1985 41 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 66.00 -4.90 100.33 0.00 102.00 -999.00 223.00 -999.00 -999.00 -999.00 -999.00 63.00 273.00 0.00
1985 41 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 63.00 -3.30 100.30 0.00 237.00 -999.00 229.00 -999.00 -999.00 -999.00 -999.00 69.00 639.00 0.00
1985 41 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 56.00 -2.10 100.27 0.00 357.00 -999.00 233.00 -999.00 -999.00 -999.00 -999.00 76.00 794.00 120.00
1985 41 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 50.00 -1.00 100.19 0.00 415.00 -999.00 237.00 -999.00 -999.00 -999.00 -999.00 74.00 841.00 110.00
1985 41 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 46.00 0.20 100.07 0.00 440.00 -999.00 241.00 -999.00 -999.00 -999.00 -999.00 77.00 873.00 110.00
1985 41 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 44.00 0.90 99.99 0.00 411.00 -999.00 244.00 -999.00 -999.00 -999.00 -999.00 76.00 870.00 100.00
1985 41 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 44.00 1.90 99.91 0.00 329.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 66.00 833.00 100.00
1985 41 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 44.00 2.00 99.88 0.00 214.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 56.00 754.00 100.00
1985 41 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 50.00 0.90 99.82 0.00 73.00 -999.00 245.00 -999.00 -999.00 -999.00 -999.00 29.00 568.00 120.00
1985 41 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 57.00 -0.60 99.82 0.00 0.00 -999.00 240.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 41 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 50.00 -0.50 99.81 0.00 0.00 -999.00 239.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 100.00
1985 41 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 60.00 -1.90 99.79 0.00 0.00 -999.00 235.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 41 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 58.00 -1.40 99.77 0.00 0.00 -999.00 237.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 41 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 61.00 -1.90 99.79 0.00 0.00 -999.00 235.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 41 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 64.00 -2.20 99.79 0.00 0.00 -999.00 234.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 130.00
1985 42 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 63.00 -2.30 99.81 0.00 0.00 -999.00 233.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 42 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 65.00 -2.90 99.82 0.00 0.00 -999.00 231.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 68.00 -3.90 99.82 0.00 0.00 -999.00 227.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 68.00 -4.30 99.81 0.00 0.00 -999.00 226.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 42 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 64.00 -3.80 99.79 0.00 0.00 -999.00 227.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 71.00 -5.00 99.78 0.00 0.00 -999.00 223.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 42 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 74.00 -4.60 99.79 0.00 0.00 -999.00 225.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 69.00 -4.90 99.79 0.00 0.00 -999.00 223.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 70.00 -5.10 99.83 0.00 0.00 -999.00 227.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 63.00 -3.80 99.80 0.00 114.00 -999.00 231.00 -999.00 -999.00 -999.00 -999.00 66.00 325.00 110.00
1985 42 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 59.00 -2.60 99.76 0.00 242.00 -999.00 236.00 -999.00 -999.00 -999.00 -999.00 70.00 641.00 100.00
1985 42 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 61.00 -1.30 99.70 0.00 362.00 -999.00 242.00 -999.00 -999.00 -999.00 -999.00 77.00 795.00 110.00
1985 42 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 53.00 0.40 99.61 0.00 433.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 82.00 855.00 110.00
1985 42 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 51.00 2.10 99.52 0.00 434.00 -999.00 255.00 -999.00 -999.00 -999.00 -999.00 109.00 771.00 130.00
1985 42 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 43.00 3.60 99.43 0.00 342.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 120.00 569.00 110.00
1985 42 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 39.00 4.80 99.34 0.00 276.00 -999.00 264.00 -999.00 -999.00 -999.00 -999.00 97.00 556.00 90.00
1985 42 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 39.00 4.80 99.32 0.00 219.00 -999.00 268.00 -999.00 -999.00 -999.00 -999.00 82.00 634.00 110.00
1985 42 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 47.00 2.80 99.33 0.00 68.00 -999.00 261.00 -999.00 -999.00 -999.00 -999.00 28.00 483.00 0.00
1985 42 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 49.00 0.70 99.32 0.00 0.00 -999.00 252.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 42 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 52.00 0.30 99.31 0.00 0.00 -999.00 251.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 42 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 58.00 -0.50 99.34 0.00 0.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 42 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 59.00 -0.70 99.36 0.00 0.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 150.00
1985 42 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 64.00 -1.10 99.38 0.00 0.00 -999.00 243.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 110.00
1985 42 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 61.00 -1.70 99.40 0.00 0.00 -999.00 236.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 43 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 62.00 -1.30 99.41 0.00 0.00 -999.00 252.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 43 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 61.00 -1.00 99.39 0.00 0.00 -999.00 262.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 43 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 58.00 -0.60 99.39 0.00 0.00 -999.00 277.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 100.00
1985 43 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 59.00 -0.60 99.40 0.00 0.00 -999.00 277.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 43 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 60.00 -0.90 99.40 0.00 0.00 -999.00 276.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 60.00
1985 43 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 62.00 -1.50 99.39 0.00 0.00 -999.00 273.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 60.00
1985 43 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 54.00 -1.90 99.40 0.00 0.00 -999.00 257.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 43 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 69.00 -2.00 99.42 0.00 0.00 -999.00 252.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 120.00
1985 43 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 70.00 -3.40 99.44 0.00 0.00 -999.00 249.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 43 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 69.00 -1.60 99.47 0.00 89.00 -999.00 254.00 -999.00 -999.00 -999.00 -999.00 69.00 127.00 50.00
1985 43 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 59.00 0.30 99.46 0.00 191.00 -999.00 255.00 -999.00 -999.00 -999.00 -999.00 109.00 300.00 90.00
1985 43 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 55.00 1.70 99.39 0.00 382.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 133.00 686.00 90.00
1985 43 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 50.00 3.10 99.33 0.00 448.00 -999.00 263.00 -999.00 -999.00 -999.00 -999.00 100.00 837.00 100.00
1985 43 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 49.00 4.30 99.23 0.00 428.00 -999.00 271.00 -999.00 -999.00 -999.00 -999.00 132.00 692.00 90.00
1985 43 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 42.00 5.50 99.14 0.00 344.00 -999.00 275.00 -999.00 -999.00 -999.00 -999.00 151.00 489.00 80.00
1985 43 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 40.00 5.90 99.08 0.00 325.00 -999.00 273.00 -999.00 -999.00 -999.00 -999.00 104.00 678.00 80.00
1985 43 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 38.00 6.20 99.03 0.00 229.00 -999.00 274.00 -999.00 -999.00 -999.00 -999.00 58.00 774.00 90.00
1985 43 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 40.00 4.90 99.01 0.00 83.00 -999.00 269.00 -999.00 -999.00 -999.00 -999.00 31.00 595.00 100.00
1985 43 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 47.00 2.70 99.03 0.00 0.00 -999.00 261.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 70.00
1985 43 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 54.00 1.30 98.99 0.00 0.00 -999.00 256.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 43 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 55.00 1.10 98.95 0.00 0.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 43 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 57.00 1.20 98.92 0.00 0.00 -999.00 272.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 43 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 63.00 -0.10 98.94 0.00 0.00 -999.00 280.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 30.00
1985 43 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 71.00 -0.50 98.92 0.00 0.00 -999.00 280.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 240.00
1985 44 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 55.00 1.80 98.91 0.00 0.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 44 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 61.00 1.30 98.96 0.00 0.00 -999.00 287.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 44 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 62.00 1.50 99.03 0.00 0.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 44 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 72.00 1.00 99.08 0.00 0.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 300.00
1985 44 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 83.00 0.10 99.00 0.00 0.00 -999.00 285.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 30.00
1985 44 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 81.00 0.20 98.99 0.00 0.00 -999.00 285.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 44 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 85.00 -0.50 98.94 0.00 0.00 -999.00 282.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 44 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 85.00 0.10 98.82 0.00 0.00 -999.00 285.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 44 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 85.00 -0.10 98.76 0.00 0.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 0.00
1985 44 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 84.00 0.40 98.76 0.00 39.00 -999.00 286.00 -999.00 -999.00 -999.00 -999.00 39.00 0.00 0.00
1985 44 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 82.00 0.70 98.75 0.00 94.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 94.00 0.00 0.00
1985 44 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 83.00 1.00 98.70 0.00 219.00 -999.00 289.00 -999.00 -999.00 -999.00 -999.00 164.00 149.00 10.00
1985 44 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 82.00 1.30 98.65 0.00 169.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 165.00 11.00 230.00
1985 44 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 81.00 1.90 98.51 0.00 141.00 -999.00 294.00 -999.00 -999.00 -999.00 -999.00 141.00 0.00 0.00
1985 44 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 74.00 3.10 98.42 0.00 221.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 188.00 83.00 280.00
1985 44 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 54.00 3.90 98.36 0.00 149.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 143.00 17.00 280.00
1985 44 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 57.00 3.60 98.29 0.00 109.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 99.00 44.00 230.00
1985 44 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 50.00 3.00 98.23 0.00 35.00 -999.00 272.00 -999.00 -999.00 -999.00 -999.00 35.00 2.00 270.00
1985 44 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 58.00 0.90 98.20 0.00 1.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 1.00 0.00 270.00
1985 44 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 51.00 1.50 98.20 0.00 0.00 -999.00 258.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 44 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.70000 57.00 0.90 98.17 0.00 0.00 -999.00 254.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 44 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 63.00 -0.70 98.20 0.00 0.00 -999.00 248.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 100.00
1985 44 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 65.00 -0.50 98.28 0.00 0.00 -999.00 252.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 44 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 59.00 -0.10 98.27 0.00 0.00 -999.00 257.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 45 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 58.00 -0.30 98.27 0.00 0.00 -999.00 278.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 45 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 64.00 -0.50 98.29 0.00 0.00 -999.00 261.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
1985 45 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 67.00 -1.20 98.31 0.00 0.00 -999.00 253.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 80.00
1985 45 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 61.00 -1.20 98.27 0.00 0.00 -999.00 252.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 270.00
1985 45 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.10000 61.00 -0.90 98.32 0.00 0.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 230.00
